,symbol,baseMean,HD.mean,Control.mean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000104833.6,TUBB4A,20856.71456,13003.30267,24062.1888,-0.841779874,0.152560509,-5.517678738,3.44E-08,4.12E-06
ENSG00000181029.7,TRAPPC5,65.55315089,34.25619858,78.32741714,-1.322676457,0.239820122,-5.515285577,3.48E-08,4.16E-06
ENSG00000106258.9,CYP3A5,57.77320785,105.5633758,38.26701687,1.278655648,0.23219833,5.506739207,3.66E-08,4.35E-06
ENSG00000106333.8,PCOLCE,189.623214,343.7518886,126.7135509,1.355778952,0.246296862,5.504653787,3.70E-08,4.38E-06
ENSG00000077984.4,CST7,13.46107251,27.56163533,7.705740745,1.750632626,0.3181015,5.503377465,3.73E-08,4.40E-06
ENSG00000267918.1,AL117190.2,434.0773567,185.5607433,535.5127091,-1.285096359,0.233858345,-5.495191374,3.90E-08,4.59E-06
ENSG00000111907.16,TPD52L1,2195.86144,3035.366755,1853.20621,1.028593748,0.187210859,5.494306018,3.92E-08,4.59E-06
ENSG00000103507.9,BCKDK,977.0464529,771.0724717,1061.117466,-0.527376305,0.0960589,-5.490134743,4.02E-08,4.68E-06
ENSG00000076716.7,GPC4,505.8014643,699.7265436,426.6483707,0.940069779,0.171522871,5.480725539,4.24E-08,4.77E-06
ENSG00000128610.7,FEZF1,7.485071728,13.6814975,4.955918351,1.797817484,0.328031052,5.480632014,4.24E-08,4.77E-06
ENSG00000155850.7,SLC26A2,522.5967936,1011.532498,323.0311998,1.545648966,0.281882434,5.483310692,4.17E-08,4.77E-06
ENSG00000176387.6,HSD11B2,112.5115067,187.8206935,81.7730631,1.620119397,0.295443177,5.483692038,4.17E-08,4.77E-06
ENSG00000224870.3,RP4-758J18.2,472.8129956,369.3171063,515.0562157,-0.575245717,0.104906324,-5.483422677,4.17E-08,4.77E-06
ENSG00000240889.1,NDUFB2-AS1,44.63312256,31.02827854,50.18612012,-0.791972497,0.144413555,-5.48405928,4.16E-08,4.77E-06
ENSG00000249307.1,RP11-438E5.1,108.8179883,209.0763476,67.89620903,1.80833459,0.329947935,5.480666479,4.24E-08,4.77E-06
ENSG00000249471.3,ZNF324B,140.3325102,101.6552416,156.1191504,-0.789787406,0.144118041,-5.480142521,4.25E-08,4.77E-06
ENSG00000267745.1,RP11-686D22.8,7.672295675,14.4748031,4.895762031,1.620314339,0.295606351,5.481324516,4.22E-08,4.77E-06
ENSG00000172493.16,AFF1,1224.457603,1558.788137,1087.996161,0.623957403,0.113888089,5.47868886,4.28E-08,4.79E-06
ENSG00000171860.4,C3AR1,156.5244883,273.9858061,108.5810933,1.587119255,0.289750582,5.477536037,4.31E-08,4.81E-06
ENSG00000112936.14,C7,155.2333998,348.8502709,76.20610544,1.881197117,0.343626787,5.474535711,4.39E-08,4.84E-06
ENSG00000171100.10,MTM1,563.284536,694.0643521,509.9050192,0.682392727,0.124641109,5.474860831,4.38E-08,4.84E-06
ENSG00000180871.3,CXCR2,6.694671053,15.66286,3.03418577,2.172776824,0.396902042,5.474340255,4.39E-08,4.84E-06
ENSG00000142920.12,ADC,1253.812141,916.8252477,1391.357812,-0.676971059,0.123734587,-5.471154633,4.47E-08,4.89E-06
ENSG00000261589.1,CTC-462L7.1,59.42915003,87.13010102,48.12263942,1.078941931,0.197195889,5.471422016,4.46E-08,4.89E-06
ENSG00000034063.9,UHRF1,95.55923393,151.7107707,72.64023935,1.28393577,0.234915605,5.465519289,4.62E-08,5.02E-06
ENSG00000099937.6,SERPIND1,54.47178336,139.8070011,19.64108225,2.218194115,0.40644952,5.457489812,4.83E-08,5.24E-06
ENSG00000168874.8,ATOH8,409.2506993,591.2639935,334.9595588,1.127820068,0.206744295,5.455144814,4.89E-08,5.27E-06
ENSG00000185650.8,ZFP36L1,3649.17354,5645.570479,2834.317646,1.213250709,0.222398452,5.455301961,4.89E-08,5.27E-06
ENSG00000177917.6,ARL6IP6,359.4001545,444.0857902,324.8345889,0.716018407,0.131365968,5.450562403,5.02E-08,5.38E-06
ENSG00000047617.10,ANO2,81.11491315,128.7770798,61.66096758,1.197644498,0.219824837,5.44817645,5.09E-08,5.43E-06
ENSG00000231486.3,AC096579.7,14.41159013,32.47100357,7.040400977,2.143045344,0.393384079,5.447717533,5.10E-08,5.43E-06
ENSG00000110852.4,CLEC2B,127.0319414,229.704175,85.12490727,1.319887151,0.24280474,5.436002398,5.45E-08,5.78E-06
ENSG00000103642.7,LACTB,276.7622795,344.6240423,249.0636008,0.504401096,0.092821336,5.434107274,5.51E-08,5.79E-06
ENSG00000237686.1,RP5-1120P11.1,40.61643852,24.23887677,47.3011576,-1.114222769,0.205025666,-5.434552625,5.49E-08,5.79E-06
ENSG00000122862.4,SRGN,1165.930687,2082.580925,791.787733,1.342438172,0.247152994,5.431607965,5.58E-08,5.85E-06
ENSG00000090376.4,IRAK3,240.2020546,381.250418,182.631294,1.170545646,0.21559675,5.429328804,5.66E-08,5.91E-06
ENSG00000179023.7,KLHDC7A,18.86067856,55.26389245,4.002223919,2.569481307,0.47342931,5.427381133,5.72E-08,5.95E-06
ENSG00000158186.8,MRAS,6606.620807,8879.021311,5679.110398,0.68628351,0.126690206,5.417021009,6.06E-08,6.21E-06
ENSG00000213144.2,RP11-64B16.2,51.44598284,73.85204396,42.30065177,1.03434815,0.190921974,5.417648532,6.04E-08,6.21E-06
ENSG00000244187.2,TMEM141,864.9411411,691.0920074,935.8999712,-0.576195703,0.106364529,-5.417179101,6.05E-08,6.21E-06
ENSG00000260549.1,MT1L,102.50523,200.1838209,62.63641739,1.423415696,0.26271795,5.418037474,6.03E-08,6.21E-06
ENSG00000165071.10,TMEM71,27.69735364,48.18024812,19.33698855,1.224065836,0.226029367,5.415516805,6.11E-08,6.24E-06
ENSG00000131873.5,CHSY1,662.4421423,863.6045555,580.3350349,0.7686812,0.14199117,5.413584517,6.18E-08,6.29E-06
ENSG00000164949.3,GEM,253.8068778,424.4187985,184.1693591,1.39930099,0.258644403,5.41013444,6.30E-08,6.39E-06
ENSG00000165895.13,ARHGAP42,173.0393529,274.9860699,131.4284479,1.175856033,0.217421943,5.408175531,6.37E-08,6.43E-06
ENSG00000138356.9,AOX1,70.91835507,146.4673176,40.08204384,1.590643659,0.294392401,5.403141021,6.55E-08,6.57E-06
ENSG00000143546.5,S100A8,206.4553347,474.7702079,96.93905995,2.170316116,0.401673227,5.403188395,6.55E-08,6.57E-06
ENSG00000159216.13,RUNX1,142.1729731,218.717571,110.9302801,1.422863492,0.26341176,5.401670335,6.60E-08,6.60E-06
ENSG00000149289.6,ZC3H12C,584.0758332,730.9680674,524.1198192,0.723370831,0.134091382,5.39461089,6.87E-08,6.82E-06
ENSG00000163694.10,RBM47,45.97164932,77.92527704,32.92935229,1.561610397,0.28945076,5.395081342,6.85E-08,6.82E-06
ENSG00000188263.6,IL17REL,10.8007304,2.280376281,14.27842596,-2.203260637,0.408556766,-5.392789493,6.94E-08,6.86E-06
ENSG00000224066.1,RP4-622L5.7,29.55152325,16.01010312,35.07863351,-1.03892328,0.192721284,-5.390807183,7.01E-08,6.91E-06
ENSG00000152661.7,GJA1,13340.94912,19835.51229,10690.10701,1.263084217,0.234356341,5.389588406,7.06E-08,6.94E-06
ENSG00000107968.5,MAP3K8,192.8736387,290.8108819,152.8992538,1.129905173,0.209748358,5.386955991,7.17E-08,7.01E-06
ENSG00000137693.9,YAP1,1075.788825,1644.223965,843.7744817,1.23098491,0.228680607,5.382987764,7.33E-08,7.14E-06
ENSG00000168566.11,SNRNP48,550.7046394,696.2191258,491.3109714,0.652294586,0.121293513,5.377819211,7.54E-08,7.33E-06
ENSG00000110172.7,CHORDC1,1905.307676,2659.919604,1597.302808,0.823617437,0.153376373,5.369910768,7.88E-08,7.63E-06
ENSG00000241399.2,CD302,571.5660784,820.6167538,469.9127415,0.888870968,0.165608647,5.367298039,7.99E-08,7.71E-06
ENSG00000160862.8,AZGP1,489.0476563,806.2364725,359.5828334,1.520876172,0.283504067,5.364565625,8.11E-08,7.78E-06
ENSG00000170439.5,METTL7B,97.10798463,141.8651216,78.83976544,1.194290591,0.222619369,5.364720048,8.11E-08,7.78E-06
ENSG00000133639.3,BTG1,1266.663043,1783.259668,1055.807277,0.818163559,0.152669382,5.359054632,8.37E-08,7.99E-06
ENSG00000078804.8,TP53INP2,6501.307007,3430.57383,7754.667487,-1.377961414,0.257214789,-5.357240217,8.45E-08,8.02E-06
ENSG00000104447.7,TRPS1,614.5027375,806.4230051,536.1679344,0.891600265,0.166421969,5.357467345,8.44E-08,8.02E-06
ENSG00000166295.4,ANAPC16,1758.356833,2374.242349,1506.97499,0.64374619,0.120214997,5.354957414,8.56E-08,8.05E-06
ENSG00000183019.3,C19orf59,9.597020024,19.23224073,5.66427688,1.80019921,0.336225952,5.354135217,8.60E-08,8.05E-06
ENSG00000187446.7,CHP1,2947.804007,2418.93575,3163.668602,-0.533196574,0.099576295,-5.354653651,8.57E-08,8.05E-06
ENSG00000267653.1,RP1-193H18.3,9.396041858,19.33057315,5.341131128,1.950326875,0.364188944,5.355261076,8.54E-08,8.05E-06
ENSG00000103316.6,CRYM,3705.342081,2423.451988,4228.562528,-0.942607269,0.176182004,-5.350190406,8.79E-08,8.20E-06
ENSG00000145545.7,SRD5A1,571.7410076,448.1629218,622.1810426,-0.55846177,0.104435441,-5.347435333,8.92E-08,8.30E-06
ENSG00000197769.5,MAP1LC3C,11.99693858,23.64473165,7.24273733,1.521412623,0.284839249,5.341302598,9.23E-08,8.55E-06
ENSG00000132768.9,DPH2,561.1930296,468.7972791,598.9055808,-0.403257667,0.075547914,-5.337773692,9.41E-08,8.69E-06
ENSG00000124942.9,AHNAK,9570.149037,14157.48905,7697.765358,1.190373252,0.223067671,5.336377283,9.48E-08,8.73E-06
ENSG00000174032.12,SLC25A30,446.6703615,562.8592467,399.2463267,0.62907603,0.117986382,5.331768105,9.73E-08,8.93E-06
ENSG00000172006.7,ZNF554,373.2280771,298.4369556,403.7550654,-0.522303196,0.098045905,-5.327129137,9.98E-08,9.10E-06
ENSG00000177575.8,CD163,423.7785957,876.5920886,238.9567619,2.127925135,0.399448226,5.327161315,9.98E-08,9.10E-06
ENSG00000170242.13,USP47,4335.233859,5083.321793,4029.891846,0.456707952,0.085768315,5.324902904,1.01E-07,9.15E-06
ENSG00000197291.4,RAMP2-AS1,78.55012393,111.1664395,65.23734208,1.042935617,0.195872255,5.324570419,1.01E-07,9.15E-06
ENSG00000243449.2,C4orf48,409.866638,174.3597713,505.9918897,-1.382791352,0.259708209,-5.324403708,1.01E-07,9.15E-06
ENSG00000068697.6,LAPTM4A,2846.560921,3720.852964,2489.707025,0.667092935,0.125317422,5.323225828,1.02E-07,9.18E-06
ENSG00000176124.7,DLEU1,55.73781065,73.75378624,48.38435122,0.768953719,0.144487955,5.321922646,1.03E-07,9.21E-06
ENSG00000011304.11,PTBP1,1491.244937,1823.363878,1355.686185,0.585407109,0.110045359,5.319689189,1.04E-07,9.30E-06
ENSG00000226085.2,UQCRFS1P1,17.74254651,4.857635864,23.00169372,-1.914556558,0.360209598,-5.315118106,1.07E-07,9.50E-06
ENSG00000122884.8,P4HA1,839.1368507,1206.42961,689.2214387,0.901771102,0.169854193,5.309089423,1.10E-07,9.79E-06
ENSG00000181135.11,ZNF707,277.5001583,219.1813519,301.3037528,-0.508868376,0.09593319,-5.304403801,1.13E-07,1.00E-05
ENSG00000123374.6,CDK2,149.8514324,233.0646146,115.8868682,1.255063023,0.237048336,5.294544758,1.19E-07,1.05E-05
ENSG00000196954.8,CASP4,159.4149736,269.4192257,114.5152789,1.208926452,0.228347983,5.294228719,1.20E-07,1.05E-05
ENSG00000174946.5,GPR171,3.404695366,7.235397649,1.841143414,1.972101998,0.372572882,5.293197898,1.20E-07,1.05E-05
ENSG00000268660.1,LETM1P2,21.11698589,10.85553362,25.30533376,-1.384307054,0.261715796,-5.289352336,1.23E-07,1.07E-05
ENSG00000230876.2,LINC00486,12.09383367,3.420020496,15.63416557,-1.784517781,0.33759591,-5.285957936,1.25E-07,1.09E-05
ENSG00000198208.7,RPS6KL1,1735.06405,1275.131269,1922.791716,-0.654682076,0.124014803,-5.279063957,1.30E-07,1.13E-05
ENSG00000046604.8,DSG2,37.62337186,83.06916597,19.07406815,1.956493417,0.370745313,5.277189886,1.31E-07,1.14E-05
ENSG00000182107.5,TMEM30B,67.95016916,163.309111,29.02815209,1.930862355,0.365990176,5.27572182,1.32E-07,1.14E-05
ENSG00000138964.10,PARVG,209.7672258,288.3870259,177.6775114,1.147492361,0.217839847,5.267596256,1.38E-07,1.19E-05
ENSG00000102547.14,CAB39L,2444.979206,3024.226008,2208.55194,0.545031655,0.103512052,5.265393186,1.40E-07,1.20E-05
ENSG00000260231.1,RP4-659J6.2,111.5715621,86.84547003,121.6638446,-0.750749376,0.14260466,-5.264550104,1.41E-07,1.20E-05
ENSG00000146833.11,TRIM4,531.1749902,628.1461583,491.5949216,0.485040296,0.092146173,5.263813782,1.41E-07,1.20E-05
ENSG00000113108.13,APBB3,1434.24931,1124.670084,1560.608177,-0.448145344,0.08517166,-5.261672094,1.43E-07,1.21E-05
ENSG00000243927.1,MRPS6,1181.860426,1773.627138,940.3229925,0.826387571,0.157144673,5.258769233,1.45E-07,1.23E-05
ENSG00000050730.11,TNIP3,10.78542036,2.626196665,14.11571574,-1.973808403,0.375441219,-5.257303423,1.46E-07,1.24E-05
ENSG00000162006.5,MSLNL,35.17459226,16.8545681,42.65215314,-1.472383284,0.280212471,-5.254524469,1.48E-07,1.25E-05
ENSG00000120063.5,GNA13,1359.759492,1793.046253,1182.907753,0.819553709,0.156066562,5.251308778,1.51E-07,1.27E-05
ENSG00000146409.6,SLC18B1,1611.411488,2055.205597,1430.271035,0.762406785,0.145179193,5.25148796,1.51E-07,1.27E-05
ENSG00000115596.3,WNT6,32.85649032,67.26276496,18.81311291,1.622443876,0.30901647,5.250347585,1.52E-07,1.27E-05
ENSG00000081237.14,PTPRC,245.3714134,416.6264058,175.4714165,1.491847919,0.284315542,5.247155698,1.54E-07,1.29E-05
ENSG00000162747.5,FCGR3B,20.44373753,52.19458291,7.484208808,2.226367304,0.424513073,5.244520004,1.57E-07,1.30E-05
ENSG00000170577.7,SIX2,18.66023479,51.24514841,5.360270044,2.307951389,0.440083447,5.244349462,1.57E-07,1.30E-05
ENSG00000185022.7,MAFF,391.775074,658.9131917,282.7391075,1.207366884,0.230264475,5.243391914,1.58E-07,1.30E-05
ENSG00000152463.10,OLAH,22.98747732,42.67477694,14.95184482,1.530453478,0.291930077,5.242534418,1.58E-07,1.30E-05
ENSG00000213654.5,GPSM3,165.5058147,238.3430197,135.7763433,1.099313728,0.209946946,5.236150133,1.64E-07,1.35E-05
ENSG00000117318.8,ID3,1081.818314,1753.843787,807.5222029,1.239718236,0.236797579,5.235350135,1.65E-07,1.35E-05
ENSG00000134453.11,RBM17,2726.559626,3280.909729,2500.294277,0.373198121,0.071292514,5.23474483,1.65E-07,1.35E-05
ENSG00000114013.11,CD86,89.60321721,147.9739237,65.77843907,1.458863208,0.278772204,5.233173129,1.67E-07,1.36E-05
ENSG00000145287.6,PLAC8,29.98500788,53.14129875,20.53346059,1.651485236,0.315633248,5.232291734,1.67E-07,1.36E-05
ENSG00000187116.9,LILRA5,9.238693943,21.76275374,4.1268328,2.187562053,0.418196312,5.230945345,1.69E-07,1.37E-05
ENSG00000109220.6,CHIC2,192.4458724,246.9482416,170.2000074,0.545005461,0.104225794,5.229084305,1.70E-07,1.37E-05
ENSG00000228265.1,RP5-1125A11.1,23.47089929,13.78160202,27.4257145,-1.199600525,0.229499835,-5.227021296,1.72E-07,1.39E-05
ENSG00000163132.6,MSX1,362.6657888,649.9706884,245.3984829,1.284026745,0.245787432,5.224135074,1.75E-07,1.40E-05
ENSG00000261879.1,RP11-333E1.1,118.1956465,83.01764993,132.5540125,-0.660965454,0.126545579,-5.223141425,1.76E-07,1.41E-05
ENSG00000071967.7,CYBRD1,1974.163768,2852.910156,1615.491773,1.09742557,0.210164011,5.221757831,1.77E-07,1.41E-05
ENSG00000249673.1,NOP14-AS1,462.5684991,348.8142871,508.9987897,-0.645919829,0.123731468,-5.220335937,1.79E-07,1.42E-05
ENSG00000111652.5,COPS7A,3307.642601,2735.296036,3541.253444,-0.496520502,0.09513687,-5.219012393,1.80E-07,1.43E-05
ENSG00000042062.7,FAM65C,159.6575613,258.9766817,119.1191449,1.132880045,0.217133408,5.217437776,1.81E-07,1.43E-05
ENSG00000145882.6,PCYOX1L,895.1070689,636.3591668,1000.718458,-0.704054597,0.134928564,-5.217980366,1.81E-07,1.43E-05
ENSG00000152518.5,ZFP36L2,1402.730286,2114.523391,1112.202488,1.06388548,0.20390169,5.217639338,1.81E-07,1.43E-05
ENSG00000177426.15,TGIF1,236.8491893,318.6854627,203.4466287,1.100946796,0.211033833,5.216920815,1.82E-07,1.43E-05
ENSG00000151650.7,VENTX,34.16399195,51.7527927,26.98488961,1.568115205,0.300722367,5.214494751,1.84E-07,1.44E-05
ENSG00000159212.8,CLIC6,30.93997518,73.99695097,13.36569935,2.267488978,0.43483914,5.214546646,1.84E-07,1.44E-05
ENSG00000061455.9,PRDM6,37.50861255,75.0873675,22.17034523,1.565688585,0.300446556,5.211204965,1.88E-07,1.46E-05
ENSG00000132256.14,TRIM5,124.3051951,174.8161065,103.6884966,0.982198975,0.188487219,5.210957968,1.88E-07,1.46E-05
ENSG00000092531.5,SNAP23,572.4266699,713.6472242,514.7856273,0.678634459,0.130252884,5.210130025,1.89E-07,1.46E-05
ENSG00000266372.1,AC092849.1,2.241155671,0.049507106,3.135706106,-2.551124415,0.489949367,-5.206914396,1.92E-07,1.48E-05
ENSG00000156097.8,GPR61,358.8438405,251.1832575,402.7869357,-0.845256763,0.162491057,-5.201866364,1.97E-07,1.52E-05
ENSG00000135477.7,KRT121P,2.04012807,0.347160382,2.73113529,-2.290613086,0.440730302,-5.197312455,2.02E-07,1.55E-05
ENSG00000102710.15,SUPT20H,1079.998643,1302.570535,989.1529726,0.517715175,0.099649456,5.195363764,2.04E-07,1.56E-05
ENSG00000136279.14,DBNL,2913.205557,2437.06097,3107.550287,-0.43910834,0.084515766,-5.195579014,2.04E-07,1.56E-05
ENSG00000131885.12,KRT17P1,201.0388863,99.37981118,242.5323863,-1.290566252,0.248571812,-5.191925187,2.08E-07,1.58E-05
ENSG00000147437.5,GNRH1,108.1877472,157.6694294,87.99114218,0.883298117,0.170115003,5.192358715,2.08E-07,1.58E-05
ENSG00000158526.7,TSR2,2930.207113,2391.155666,3150.228112,-0.49763555,0.095901614,-5.18902162,2.11E-07,1.60E-05
ENSG00000057252.8,SOAT1,473.6438066,565.4473736,436.1729629,0.588509623,0.113492729,5.185439017,2.16E-07,1.62E-05
ENSG00000104415.9,WISP1,11.00387901,20.12313409,7.281734074,1.482836852,0.285944231,5.185755432,2.15E-07,1.62E-05
ENSG00000120690.9,ELF1,383.6502872,524.7175716,326.0718038,0.91138448,0.175738828,5.186016602,2.15E-07,1.62E-05
ENSG00000196972.6,LINC00087,1665.033977,1126.868438,1884.693381,-0.90072324,0.173838566,-5.181377542,2.20E-07,1.65E-05
ENSG00000158869.6,FCER1G,217.9228653,329.1027899,172.5433042,1.433867006,0.27680051,5.180145824,2.22E-07,1.66E-05
ENSG00000228058.1,RP11-552D4.1,89.93981435,163.0036284,60.11784941,1.554494584,0.30029971,5.176477133,2.26E-07,1.68E-05
ENSG00000163462.13,TRIM46,890.4124592,618.8285487,1001.263035,-0.715173109,0.138364393,-5.168765547,2.36E-07,1.75E-05
ENSG00000197405.3,C5AR1,113.725625,191.4846837,81.98723364,1.395913941,0.270168454,5.16682803,2.38E-07,1.76E-05
ENSG00000172831.7,CES2,1501.456908,1263.197151,1598.705789,-0.519033455,0.10056736,-5.161052797,2.46E-07,1.81E-05
ENSG00000180198.11,RCC1,190.3336332,268.8391601,158.290561,0.780836006,0.151289932,5.16118949,2.45E-07,1.81E-05
ENSG00000159650.4,UROC1,12.85866829,6.642243677,15.39598446,-1.194129633,0.231516253,-5.157865225,2.50E-07,1.84E-05
ENSG00000187048.8,CYP4A11,12.54229249,6.74129252,14.91004758,-1.338305993,0.259541444,-5.156425005,2.52E-07,1.85E-05
ENSG00000184923.8,NUTM2A,33.69947148,17.54807417,40.29187855,-1.279696383,0.248384828,-5.152071449,2.58E-07,1.88E-05
ENSG00000196900.4,C5orf48,3.174784997,7.18686674,1.537200612,1.887243736,0.366504406,5.149307091,2.61E-07,1.91E-05
ENSG00000132965.5,ALOX5AP,180.5986875,302.384292,130.8902775,1.603946985,0.311521452,5.148752915,2.62E-07,1.91E-05
ENSG00000145198.10,VWA5B2,2387.930594,1563.790431,2724.314334,-0.933176129,0.181324793,-5.146434256,2.65E-07,1.93E-05
ENSG00000204934.6,ATP6V0E2-AS1,190.0704732,145.8235504,208.1304417,-0.565313555,0.109949509,-5.141574155,2.72E-07,1.97E-05
ENSG00000167771.5,RCOR2,389.4693754,267.7610993,439.1462228,-0.814606442,0.158467357,-5.140531509,2.74E-07,1.98E-05
ENSG00000231991.3,ANXA2P2,1.767121622,4.708902239,0.56639484,2.224147777,0.43335061,5.132444088,2.86E-07,2.06E-05
ENSG00000125384.6,PTGER2,8.101980583,17.00051217,4.469926872,1.691605318,0.329680951,5.131037484,2.88E-07,2.07E-05
ENSG00000172322.9,CLEC12A,5.731743596,15.01738668,1.941685192,2.21990139,0.433139419,5.125142838,2.97E-07,2.13E-05
ENSG00000089123.11,TASP1,329.4276515,270.5387923,353.4639205,-0.62578847,0.122131727,-5.123881301,2.99E-07,2.14E-05
ENSG00000137752.18,CASP1,124.4099972,190.4978694,97.43535553,1.154540875,0.225596531,5.117724416,3.09E-07,2.20E-05
ENSG00000056487.11,PHF21B,272.9214501,336.0181221,247.1677064,0.869721363,0.170049993,5.114503978,3.15E-07,2.24E-05
ENSG00000163297.12,ANTXR2,183.3535601,270.3747018,147.8347267,0.989660629,0.193535606,5.113584259,3.16E-07,2.24E-05
ENSG00000196209.7,SIRPB2,56.11650865,87.64079539,43.24945284,1.369236368,0.267862881,5.111706278,3.19E-07,2.26E-05
ENSG00000142748.8,FCN3,12.21299646,21.86059833,8.275199782,1.371399116,0.268334158,5.110788455,3.21E-07,2.26E-05
ENSG00000037965.4,HOXC8,0.502664816,1.684597988,0.020243113,2.533508942,0.495921408,5.10869041,3.24E-07,2.28E-05
ENSG00000133065.6,SLC41A1,1825.049519,2155.039971,1690.359538,0.55201206,0.108060487,5.108361755,3.25E-07,2.28E-05
ENSG00000211893.3,IGHG2,7.974714782,18.7892732,3.560609308,2.234551586,0.437482631,5.107749257,3.26E-07,2.28E-05
ENSG00000269124.1,AC007193.10,20.57403685,30.28282949,16.61126434,1.529963315,0.299684263,5.105250765,3.30E-07,2.31E-05
ENSG00000160883.6,HK3,59.6253488,92.64262732,46.14890859,1.195854814,0.234314328,5.103635041,3.33E-07,2.32E-05
ENSG00000130675.10,MNX1,2.284038065,5.748518751,0.869964315,2.044014006,0.400627608,5.102029823,3.36E-07,2.34E-05
ENSG00000107807.8,TLX1,1.02007854,3.073191523,0.18207324,2.4522399,0.480690496,5.101494455,3.37E-07,2.34E-05
ENSG00000133800.4,LYVE1,274.4685498,511.5030559,177.7197719,1.571495744,0.308128641,5.100128756,3.39E-07,2.34E-05
ENSG00000149476.10,DAK,644.0225134,501.4942239,702.1973255,-0.550469219,0.107924011,-5.100525952,3.39E-07,2.34E-05
ENSG00000177464.4,GPR4,213.0664478,366.1684525,150.5758336,1.436749973,0.281800237,5.098469711,3.42E-07,2.36E-05
ENSG00000105246.5,EBI3,49.98140355,67.81236266,42.70346105,1.324015275,0.259725939,5.097739874,3.44E-07,2.36E-05
ENSG00000188404.4,SELL,119.4334142,161.9932457,102.0620544,1.34565721,0.264026585,5.096673171,3.46E-07,2.37E-05
ENSG00000122420.5,PTGFR,53.51009003,101.1630907,34.05988567,1.393173544,0.273458493,5.094643535,3.49E-07,2.39E-05
ENSG00000181016.5,LSMEM1,151.672812,219.1194607,124.1435677,0.923460913,0.181419954,5.090183818,3.58E-07,2.44E-05
ENSG00000109927.5,TECTA,191.2327282,145.0335761,210.0895251,-0.547118448,0.107594013,-5.085026866,3.68E-07,2.50E-05
ENSG00000072694.14,FCGR2B,31.32016025,74.45103347,13.71572221,1.949524041,0.384116471,5.075346117,3.87E-07,2.61E-05
ENSG00000116455.9,WDR77,451.122542,396.9205823,473.2457908,-0.397206501,0.078255719,-5.075750465,3.86E-07,2.61E-05
ENSG00000243477.1,NAT6,436.9876949,327.852224,481.5327851,-0.662188184,0.130452929,-5.076069888,3.85E-07,2.61E-05
ENSG00000178585.10,CTNNBIP1,1617.406688,1304.765214,1745.015453,-0.524521022,0.10341019,-5.072237311,3.93E-07,2.65E-05
ENSG00000213699.4,SLC35F6,862.9937687,703.5384334,928.0775791,-0.39110209,0.077117578,-5.071503784,3.95E-07,2.65E-05
ENSG00000165806.15,CASP7,310.1485706,428.3927504,261.8856401,0.88699622,0.174971515,5.069374974,3.99E-07,2.68E-05
ENSG00000176046.7,NUPR1,731.9312992,1135.731403,567.1149302,1.274765445,0.251627085,5.066089936,4.06E-07,2.72E-05
ENSG00000153487.11,ING1,536.5776566,647.3429434,491.3673354,0.417834226,0.082521519,5.063336602,4.12E-07,2.75E-05
ENSG00000105967.11,TFEC,70.43294036,119.5082847,50.40218756,1.327369614,0.262395169,5.058666363,4.22E-07,2.81E-05
ENSG00000121316.5,PLBD1,46.83377113,76.2890949,34.81119001,1.1954957,0.236403868,5.057005662,4.26E-07,2.83E-05
ENSG00000137819.9,PAQR5,149.375379,237.0197259,113.6021763,0.897982993,0.177583601,5.056677463,4.27E-07,2.83E-05
ENSG00000110079.12,MS4A4A,81.50100147,146.9241568,54.79767274,1.600681402,0.316844988,5.05193853,4.37E-07,2.89E-05
ENSG00000086717.13,PPEF1,195.6065516,121.0808859,226.0251906,-1.107153084,0.219271857,-5.049225653,4.44E-07,2.92E-05
ENSG00000198157.6,HMGN5,355.7144834,501.4586611,296.2270639,0.724656706,0.143553511,5.047990129,4.46E-07,2.94E-05
ENSG00000115474.6,KCNJ13,21.83604855,43.57110033,12.96459884,1.834861271,0.363551584,5.047045183,4.49E-07,2.94E-05
ENSG00000134901.8,KDELC1,110.7528156,144.6831152,96.90371373,0.626649172,0.124164807,5.046914567,4.49E-07,2.94E-05
ENSG00000054598.5,FOXC1,470.3889821,944.2306722,276.9842106,1.340425493,0.265630303,5.046206999,4.51E-07,2.94E-05
ENSG00000143127.8,ITGA10,285.3764353,453.2396528,216.8608363,1.043458386,0.206849934,5.04451882,4.55E-07,2.96E-05
ENSG00000166825.9,ANPEP,74.32179924,131.8948387,50.82259947,1.276360491,0.252998352,5.044935996,4.54E-07,2.96E-05
ENSG00000100796.13,SMEK1,1538.179964,1875.781627,1400.383367,0.478099979,0.094800815,5.043205351,4.58E-07,2.96E-05
ENSG00000236404.4,RP11-125B21.2,81.79884028,63.59180631,89.23028271,-0.83163676,0.164902469,-5.043203807,4.58E-07,2.96E-05
ENSG00000139515.5,PDX1,0.330390207,1.139846213,0,2.494563078,0.494811229,5.04144395,4.62E-07,2.98E-05
ENSG00000148482.7,SLC39A12,1300.053752,2070.933084,985.4091266,1.309794881,0.259893661,5.039733845,4.66E-07,3.00E-05
ENSG00000137509.5,PRCP,2011.326573,2589.663435,1775.270712,0.666485631,0.132286126,5.03821264,4.70E-07,3.02E-05
ENSG00000245937.2,CTC-228N24.3,850.9360245,788.2315518,876.5296868,-0.329492768,0.065420729,-5.036519362,4.74E-07,3.04E-05
